Name,Roll No,CGPA,DSA Topics Covered,Fundamental Topics Covered,Languages,Internship Experience,Projects Undertaken,Soft Skills,Placement Likelihood
Student550,Roll550,9.089273566942557,"Bit Manipulation, Recursion, Linked List, Graph Algorithms, Hashing","Mathematics, Algorithms","Python, Kotlin, PHP, C++, Rust",1,0,6,89
Student551,Roll551,8.080654004447974,"Array, Bit Manipulation","Algorithms, Numerical Analysis, Discrete Mathematics, Probability, Differential Equations, Set Theory, Linear Algebra, Statistics, Mathematics, Calculus","Python, Kotlin, JavaScript, C++, PHP",0,1,6,57
Student552,Roll552,9.408726001274161,"Array, Divide and Conquer, Backtracking, Hashing, Sorting Algorithms, Tree Algorithms, Stacks and Queues, Searching Algorithms, String Algorithms, Recursion","Calculus, Linear Algebra, Data Structures, Algorithms, Probability, Discrete Mathematics, Numerical Analysis, Differential Equations, Set Theory, Graph Theory, Logic, Number Theory, Complexity Analysis, Mathematics, Statistics","PHP, C++, Kotlin",0,0,7,100
Student553,Roll553,8.207627355097943,"Tree Algorithms, Array, Bit Manipulation, Hashing, Recursion, Greedy Algorithms, String Algorithms, Divide and Conquer, Linked List","Discrete Mathematics, Differential Equations, Number Theory, Mathematics, Statistics, Complexity Analysis, Numerical Analysis, Logic, Set Theory, Graph Theory, Linear Algebra, Algorithms","Go, Swift, Python, C#, TypeScript",1,0,6,84
Student554,Roll554,8.243751886141546,"Searching Algorithms, Dynamic Programming, String Algorithms, Greedy Algorithms, Sorting Algorithms, Divide and Conquer, Recursion, Stacks and Queues, Hashing, Graph Algorithms, Backtracking, Array, Linked List, Tree Algorithms, Bit Manipulation","Number Theory, Statistics, Numerical Analysis, Graph Theory, Data Structures, Discrete Mathematics, Complexity Analysis, Algorithms, Differential Equations","Swift, Python, Java, PHP",0,3,2,100
Student555,Roll555,9.50661441063338,"Divide and Conquer, Graph Algorithms, Dynamic Programming, Bit Manipulation, Array, Tree Algorithms","Calculus, Mathematics, Data Structures, Set Theory, Differential Equations, Logic, Complexity Analysis, Numerical Analysis, Linear Algebra, Statistics, Discrete Mathematics, Probability","Java, C#, Swift, JavaScript",0,3,7,100
Student556,Roll556,7.613931464849588,"Dynamic Programming, Sorting Algorithms, Searching Algorithms, Backtracking, Linked List, String Algorithms, Graph Algorithms","Calculus, Set Theory, Algorithms, Statistics, Logic, Probability, Discrete Mathematics, Number Theory, Numerical Analysis, Linear Algebra, Graph Theory, Differential Equations, Mathematics","Ruby, TypeScript, Go, C++, JavaScript",1,2,7,78
Student557,Roll557,6.536060913802563,"Divide and Conquer, Recursion, Dynamic Programming, Hashing, Linked List, Graph Algorithms, String Algorithms, Stacks and Queues","Probability, Algorithms, Complexity Analysis, Numerical Analysis, Set Theory, Linear Algebra, Statistics, Discrete Mathematics, Logic, Mathematics, Graph Theory, Number Theory, Calculus, Data Structures, Differential Equations","Go, JavaScript, Python, Swift",1,2,0,88
Student558,Roll558,6.115130705253356,"Divide and Conquer, Stacks and Queues, Array, Tree Algorithms, Linked List, Bit Manipulation","Number Theory, Mathematics","TypeScript, Ruby",1,3,9,100
Student559,Roll559,9.020549022694476,"Stacks and Queues, Graph Algorithms, Bit Manipulation, Backtracking, Dynamic Programming, Recursion","Set Theory, Statistics","TypeScript, Python, JavaScript, Go, Java",1,3,4,100
Student560,Roll560,8.48123820541386,String Algorithms,"Set Theory, Probability, Algorithms, Numerical Analysis, Statistics, Number Theory, Differential Equations, Data Structures, Complexity Analysis, Logic, Linear Algebra, Graph Theory","C++, JavaScript, C#",1,0,4,77
Student561,Roll561,8.816319072396894,"Tree Algorithms, String Algorithms, Hashing, Bit Manipulation, Sorting Algorithms, Dynamic Programming, Stacks and Queues, Graph Algorithms, Linked List","Logic, Discrete Mathematics, Algorithms, Complexity Analysis, Linear Algebra, Differential Equations, Statistics, Data Structures, Graph Theory, Mathematics, Probability, Set Theory, Numerical Analysis, Number Theory, Calculus","Go, TypeScript, JavaScript",0,2,0,100
Student562,Roll562,6.8518566460356425,"Backtracking, Graph Algorithms, Sorting Algorithms, Searching Algorithms, Bit Manipulation, Stacks and Queues, Array, Greedy Algorithms, Divide and Conquer","Discrete Mathematics, Probability, Logic","Python, Ruby",1,3,5,100
Student563,Roll563,6.545485902347079,"Greedy Algorithms, Sorting Algorithms, Array, Divide and Conquer, Tree Algorithms, Bit Manipulation, Backtracking, Searching Algorithms","Differential Equations, Number Theory, Logic, Data Structures, Complexity Analysis","Swift, JavaScript, C++, Rust, Python",1,1,5,56
Student564,Roll564,6.058178662671528,"Graph Algorithms, Dynamic Programming, Searching Algorithms, Tree Algorithms, Array, Greedy Algorithms, Hashing, Sorting Algorithms, Backtracking, Stacks and Queues, Divide and Conquer, Recursion, Bit Manipulation","Differential Equations, Probability, Numerical Analysis, Complexity Analysis, Graph Theory, Discrete Mathematics, Logic","PHP, Python",0,1,3,25
Student565,Roll565,7.402350235226388,"Hashing, Backtracking, Graph Algorithms, Stacks and Queues, Bit Manipulation, Linked List, Recursion, Tree Algorithms, Sorting Algorithms, Array, Greedy Algorithms, Searching Algorithms, Dynamic Programming","Mathematics, Graph Theory, Statistics, Discrete Mathematics, Data Structures, Logic, Numerical Analysis, Complexity Analysis, Number Theory, Linear Algebra, Differential Equations, Algorithms",TypeScript,1,2,5,54
Student566,Roll566,8.359670747418532,"Sorting Algorithms, Stacks and Queues, Bit Manipulation, Linked List, Recursion, Graph Algorithms, Hashing, Divide and Conquer, String Algorithms, Searching Algorithms, Tree Algorithms, Backtracking, Dynamic Programming, Array, Greedy Algorithms","Data Structures, Mathematics, Linear Algebra, Differential Equations, Calculus, Set Theory, Statistics, Logic, Number Theory, Graph Theory, Numerical Analysis",JavaScript,1,1,5,100
Student567,Roll567,7.568976180398929,"Dynamic Programming, Stacks and Queues, Array, Sorting Algorithms, String Algorithms, Bit Manipulation, Greedy Algorithms, Graph Algorithms, Searching Algorithms, Recursion, Hashing, Linked List, Backtracking",Mathematics,"Ruby, Rust",1,0,0,100
Student568,Roll568,7.749899688094916,"Divide and Conquer, Graph Algorithms, Bit Manipulation, Tree Algorithms, Backtracking","Calculus, Complexity Analysis, Discrete Mathematics","C++, Java, JavaScript",0,2,4,47
Student569,Roll569,9.616634777974994,"Hashing, Stacks and Queues, Searching Algorithms, Recursion, Tree Algorithms, Graph Algorithms, Linked List, Divide and Conquer, Dynamic Programming, Sorting Algorithms, Array","Discrete Mathematics, Numerical Analysis, Set Theory, Linear Algebra",PHP,1,3,1,100
Student570,Roll570,7.393021868093202,"Hashing, Tree Algorithms, Greedy Algorithms, Graph Algorithms, Backtracking, Dynamic Programming, Sorting Algorithms, Linked List, Searching Algorithms, Array","Complexity Analysis, Algorithms, Mathematics","Python, JavaScript",1,1,6,83
Student571,Roll571,8.055957956639244,"Stacks and Queues, Recursion, String Algorithms, Divide and Conquer, Tree Algorithms, Array","Complexity Analysis, Graph Theory, Data Structures, Number Theory, Differential Equations, Statistics, Linear Algebra",Go,1,0,8,37
Student572,Roll572,9.134612050964572,"Sorting Algorithms, String Algorithms, Array, Stacks and Queues, Graph Algorithms, Bit Manipulation, Tree Algorithms, Recursion, Searching Algorithms, Greedy Algorithms, Divide and Conquer, Linked List, Hashing, Dynamic Programming","Statistics, Number Theory, Mathematics, Set Theory, Calculus, Discrete Mathematics","C#, C++, TypeScript, Kotlin",1,3,8,71
Student573,Roll573,7.586171129285081,"Array, Searching Algorithms, Divide and Conquer, String Algorithms, Sorting Algorithms, Tree Algorithms, Recursion, Graph Algorithms, Dynamic Programming","Data Structures, Algorithms, Differential Equations","Kotlin, Python, Swift, PHP, C++",1,4,8,100
Student574,Roll574,8.488346800911494,"Greedy Algorithms, Dynamic Programming, Graph Algorithms, Tree Algorithms, Searching Algorithms, Stacks and Queues, Divide and Conquer, Backtracking","Statistics, Calculus","PHP, Java, JavaScript, C#",0,0,6,88
Student575,Roll575,9.44945483498698,"Linked List, String Algorithms, Hashing, Searching Algorithms, Greedy Algorithms, Tree Algorithms","Discrete Mathematics, Complexity Analysis, Probability, Mathematics, Set Theory, Graph Theory, Statistics, Number Theory, Numerical Analysis, Logic","Java, Kotlin, C++, Rust, TypeScript",1,1,6,63
Student576,Roll576,9.798082494630568,"Tree Algorithms, Greedy Algorithms, Stacks and Queues, Recursion, Sorting Algorithms, Searching Algorithms, Divide and Conquer, Graph Algorithms, Bit Manipulation, Hashing, Linked List","Data Structures, Set Theory, Calculus, Numerical Analysis, Logic, Number Theory, Complexity Analysis, Statistics, Probability, Algorithms, Differential Equations, Mathematics, Discrete Mathematics, Linear Algebra, Graph Theory","TypeScript, Swift",1,0,0,100
Student577,Roll577,6.588293923716152,"Array, Dynamic Programming, Linked List, String Algorithms, Recursion, Searching Algorithms, Stacks and Queues, Sorting Algorithms","Mathematics, Differential Equations, Algorithms, Logic, Discrete Mathematics, Graph Theory","Swift, C++, Go, Java, JavaScript",1,4,5,100
Student578,Roll578,9.706350500645978,"Divide and Conquer, Graph Algorithms, Tree Algorithms, Recursion, Greedy Algorithms, Backtracking, Searching Algorithms, Hashing","Statistics, Complexity Analysis, Graph Theory, Differential Equations, Calculus, Set Theory","Python, TypeScript, Swift",1,4,4,100
Student579,Roll579,7.968465172318153,"Hashing, Dynamic Programming, Tree Algorithms, Divide and Conquer","Probability, Set Theory, Complexity Analysis, Mathematics, Algorithms, Differential Equations, Discrete Mathematics","Swift, Go, JavaScript, C++, Ruby",1,0,7,77
Student580,Roll580,7.032977553195833,"Stacks and Queues, Greedy Algorithms, Hashing, Linked List","Algorithms, Linear Algebra, Discrete Mathematics",C#,0,3,7,66
Student581,Roll581,7.836543024953045,"Hashing, Greedy Algorithms, Linked List, Array, Backtracking, Tree Algorithms, Graph Algorithms, Dynamic Programming, Bit Manipulation, Divide and Conquer, Searching Algorithms, String Algorithms, Sorting Algorithms","Probability, Number Theory, Algorithms, Differential Equations, Statistics, Calculus, Graph Theory","Rust, Ruby, PHP, TypeScript, Java",0,3,3,56
Student582,Roll582,9.920130301141908,"Linked List, Dynamic Programming, Searching Algorithms, Divide and Conquer, Sorting Algorithms","Complexity Analysis, Set Theory, Linear Algebra, Discrete Mathematics, Differential Equations, Statistics, Number Theory, Logic, Data Structures, Mathematics, Calculus, Numerical Analysis, Graph Theory","C#, Java",1,4,0,98
Student583,Roll583,7.970472375971479,"Dynamic Programming, Array, Sorting Algorithms, Greedy Algorithms, Recursion, Tree Algorithms, Linked List, Divide and Conquer","Linear Algebra, Complexity Analysis, Differential Equations, Discrete Mathematics, Set Theory, Calculus, Number Theory, Statistics, Algorithms, Mathematics, Data Structures","C#, JavaScript",1,2,5,98
Student584,Roll584,7.315006441150032,"Recursion, Linked List, Dynamic Programming, Sorting Algorithms","Complexity Analysis, Data Structures, Logic, Graph Theory, Number Theory, Probability, Linear Algebra, Mathematics, Calculus, Differential Equations, Algorithms, Discrete Mathematics, Statistics, Numerical Analysis","C++, PHP, Java, JavaScript",0,2,9,46
Student585,Roll585,8.533603417266903,"Searching Algorithms, String Algorithms, Bit Manipulation, Hashing, Greedy Algorithms, Backtracking, Sorting Algorithms, Graph Algorithms, Divide and Conquer, Stacks and Queues, Dynamic Programming, Tree Algorithms","Data Structures, Differential Equations, Algorithms, Numerical Analysis, Statistics, Linear Algebra, Complexity Analysis, Calculus, Set Theory, Logic, Probability","Ruby, Go, PHP, C#, Java",0,3,0,100
Student586,Roll586,6.960582475112773,"Linked List, Graph Algorithms, Greedy Algorithms, Divide and Conquer, Bit Manipulation, Stacks and Queues, String Algorithms, Sorting Algorithms, Searching Algorithms, Hashing, Array, Recursion, Backtracking","Mathematics, Calculus, Data Structures, Complexity Analysis, Linear Algebra, Graph Theory, Number Theory, Numerical Analysis, Logic, Probability, Discrete Mathematics","C#, Go",0,2,4,96
Student587,Roll587,6.303453312434655,"Graph Algorithms, Sorting Algorithms, Divide and Conquer, Recursion, Greedy Algorithms","Logic, Number Theory, Algorithms, Statistics, Mathematics, Numerical Analysis, Probability, Differential Equations, Data Structures, Complexity Analysis","Go, Rust",1,3,4,100
Student588,Roll588,6.515518887642597,"Hashing, Recursion, Tree Algorithms, String Algorithms, Sorting Algorithms, Backtracking, Searching Algorithms, Array, Graph Algorithms, Linked List, Divide and Conquer, Bit Manipulation, Stacks and Queues, Dynamic Programming","Probability, Differential Equations, Numerical Analysis, Calculus, Graph Theory, Data Structures","JavaScript, Rust, Java",0,1,2,73
Student589,Roll589,6.512183355831089,"Dynamic Programming, Divide and Conquer, Bit Manipulation, Backtracking, String Algorithms, Graph Algorithms, Recursion, Greedy Algorithms, Searching Algorithms, Tree Algorithms","Logic, Discrete Mathematics, Differential Equations, Graph Theory, Probability, Linear Algebra, Calculus, Numerical Analysis, Data Structures, Mathematics, Algorithms, Complexity Analysis, Set Theory, Statistics","Ruby, C#, C++, TypeScript",1,3,4,92
Student590,Roll590,6.607610774049178,"Sorting Algorithms, Hashing, Graph Algorithms","Data Structures, Statistics, Probability, Mathematics, Linear Algebra, Number Theory, Numerical Analysis, Differential Equations, Set Theory, Complexity Analysis, Discrete Mathematics","C#, JavaScript, Rust, Python, Java",1,1,5,100
Student591,Roll591,6.5553086905976405,"Tree Algorithms, Bit Manipulation, Searching Algorithms, Array, Divide and Conquer, String Algorithms, Graph Algorithms, Stacks and Queues, Greedy Algorithms","Data Structures, Statistics, Probability, Calculus, Graph Theory, Algorithms, Complexity Analysis, Mathematics, Logic, Discrete Mathematics, Differential Equations, Linear Algebra, Number Theory, Numerical Analysis","C#, Ruby",0,4,4,100
Student592,Roll592,8.56349897921286,"Backtracking, Divide and Conquer, Bit Manipulation, Dynamic Programming, Graph Algorithms, Stacks and Queues","Numerical Analysis, Mathematics, Complexity Analysis, Algorithms, Linear Algebra, Calculus, Statistics, Set Theory, Probability",Rust,1,2,0,100
Student593,Roll593,6.727520337596579,"Tree Algorithms, Bit Manipulation, String Algorithms, Greedy Algorithms, Searching Algorithms, Sorting Algorithms","Calculus, Number Theory, Set Theory","Python, C++, PHP",1,4,6,67
Student594,Roll594,7.382669133295453,"Hashing, Graph Algorithms, Divide and Conquer, Bit Manipulation","Graph Theory, Set Theory, Linear Algebra, Discrete Mathematics, Statistics, Data Structures, Logic, Algorithms, Mathematics, Number Theory, Calculus, Complexity Analysis","Kotlin, Ruby, PHP, C++, Java",0,0,2,99
Student595,Roll595,9.587153639624047,"Recursion, Tree Algorithms, Backtracking, Bit Manipulation, Searching Algorithms, Sorting Algorithms, Array, String Algorithms, Stacks and Queues, Dynamic Programming, Greedy Algorithms, Divide and Conquer, Hashing, Linked List, Graph Algorithms","Probability, Linear Algebra, Set Theory, Graph Theory, Logic, Statistics, Algorithms, Number Theory",C++,1,0,6,100
